globalSlot,batchFile,sheetSlot,itemIndex,itemName,variant,output,exists,family,subfamily,tradeRole,reviewStatus,reviewNotes,tokens
2678,items-2651-2700.json,28,1183,fabled scepter of infinity,one,magic/fabled_scepter_of_infinity.png,yes,magic,scepters,finished,,,fabled_scepter_of_infinity fabled scepter of infinity fabled scepter of infinity magic scepters finished legendary bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2679,items-2651-2700.json,29,1184,scepter of ice,one,magic/scepter_of_ice.png,yes,magic,scepters,finished,,,scepter_of_ice scepter of ice scepter of ice magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2680,items-2651-2700.json,30,1185,scepter of worship,one,magic/scepter_of_worship.png,yes,magic,scepters,finished,,,scepter_of_worship scepter of worship scepter of worship magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2681,items-2651-2700.json,31,1186,scepter of fear,one,magic/scepter_of_fear.png,yes,magic,scepters,finished,,,scepter_of_fear scepter of fear scepter of fear magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2682,items-2651-2700.json,32,1187,scepter of frequency,one,magic/scepter_of_frequency.png,yes,magic,scepters,finished,,,scepter_of_frequency scepter of frequency scepter of frequency magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2683,items-2651-2700.json,33,1188,scepter of freezing,one,magic/scepter_of_freezing.png,yes,magic,scepters,finished,,,scepter_of_freezing scepter of freezing scepter of freezing magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2684,items-2651-2700.json,34,1189,scepter of multiplication,one,magic/scepter_of_multiplication.png,yes,magic,scepters,finished,,,scepter_of_multiplication scepter of multiplication scepter of multiplication magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2685,items-2651-2700.json,35,1190,scarce scepter of precognition,one,magic/scarce_scepter_of_precognition.png,yes,magic,scepters,finished,,,scarce_scepter_of_precognition scarce scepter of precognition scarce scepter of precognition magic scepters finished legendary bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2686,items-2651-2700.json,36,1191,fabled glaive of Lantern-Summoning,one,magic/fabled_glaive_of_lantern_summoning.png,yes,magic,scepters,finished,,,fabled_glaive_of_lantern_summoning fabled glaive of lantern-summoning fabled glaive of lantern-summoning magic scepters finished legendary bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2687,items-2651-2700.json,37,1192,glaive of invocation,one,magic/glaive_of_invocation.png,yes,magic,scepters,finished,,,glaive_of_invocation glaive of invocation glaive of invocation magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2688,items-2651-2700.json,38,1193,scepter of invocation,one,magic/scepter_of_invocation.png,yes,magic,scepters,finished,,,scepter_of_invocation scepter of invocation scepter of invocation magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2689,items-2651-2700.json,39,1194,scarce scepter of power,one,magic/scarce_scepter_of_power.png,yes,magic,scepters,finished,,,scarce_scepter_of_power scarce scepter of power scarce scepter of power magic scepters finished legendary bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2690,items-2651-2700.json,40,1195,fabled scepter of reality,one,magic/fabled_scepter_of_reality.png,yes,magic,scepters,finished,,,fabled_scepter_of_reality fabled scepter of reality fabled scepter of reality magic scepters finished legendary bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2691,items-2651-2700.json,41,1196,scepter of torment,one,magic/scepter_of_torment.png,yes,magic,scepters,finished,,,scepter_of_torment scepter of torment scepter of torment magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2692,items-2651-2700.json,42,1197,scepter of burial,one,magic/scepter_of_burial.png,yes,magic,scepters,finished,,,scepter_of_burial scepter of burial scepter of burial magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2693,items-2651-2700.json,43,1198,fabled scepter of ultimate power,one,magic/fabled_scepter_of_ultimate_power.png,yes,magic,scepters,finished,,,fabled_scepter_of_ultimate_power fabled scepter of ultimate power fabled scepter of ultimate power magic scepters finished legendary bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2694,items-2651-2700.json,44,1199,scarce sceptre of bones,one,magic/scarce_sceptre_of_bones.png,yes,magic,scepters,finished,,,scarce_sceptre_of_bones scarce sceptre of bones scarce sceptre of bones magic scepters finished rare bottle volatile magic scepters animal_goods finished one crafted common fine masterwork
2695,items-2651-2700.json,45,1200,fabled scepter of the sea,one,magic/fabled_scepter_of_the_sea.png,yes,magic,scepters,finished,,,fabled_scepter_of_the_sea fabled scepter of the sea fabled scepter of the sea magic scepters finished legendary bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2696,items-2651-2700.json,46,1201,fabled scepter of legacy,one,magic/fabled_scepter_of_legacy.png,yes,magic,scepters,finished,,,fabled_scepter_of_legacy fabled scepter of legacy fabled scepter of legacy magic scepters finished legendary bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2697,items-2651-2700.json,47,1202,scarce scepter of heritage,one,magic/scarce_scepter_of_heritage.png,yes,magic,scepters,finished,,,scarce_scepter_of_heritage scarce scepter of heritage scarce scepter of heritage magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2698,items-2651-2700.json,48,1203,scarce scepter of decomposition,one,magic/scarce_scepter_of_decomposition.png,yes,magic,scepters,finished,,,scarce_scepter_of_decomposition scarce scepter of decomposition scarce scepter of decomposition magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2699,items-2651-2700.json,49,1204,scepter of flight,one,magic/scepter_of_flight.png,yes,magic,scepters,finished,,,scepter_of_flight scepter of flight scepter of flight magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2700,items-2651-2700.json,50,1205,market scepter of stone,one,magic/market_scepter_of_stone.png,yes,magic,scepters,finished,,,market_scepter_of_stone market scepter of stone market scepter of stone magic scepters finished common bottle volatile magic scepters finished one few many crafted common enchanted
2701,items-2701-2750.json,1,1205,market scepter of stone,few,magic/market_scepter_of_stone_few.png,yes,magic,scepters,finished,,,market_scepter_of_stone market scepter of stone market scepter of stone magic scepters finished common bottle volatile magic scepters finished one few many crafted common enchanted
2702,items-2701-2750.json,2,1205,market scepter of stone,many,magic/market_scepter_of_stone_many.png,yes,magic,scepters,finished,,,market_scepter_of_stone market scepter of stone market scepter of stone magic scepters finished common bottle volatile magic scepters finished one few many crafted common enchanted
2703,items-2701-2750.json,3,1206,scarce scepter of judgement,one,magic/scarce_scepter_of_judgement.png,yes,magic,scepters,finished,,,scarce_scepter_of_judgement scarce scepter of judgement scarce scepter of judgement magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2704,items-2701-2750.json,4,1207,market scepter of wood,one,magic/market_scepter_of_wood.png,yes,magic,scepters,finished,,,market_scepter_of_wood market scepter of wood market scepter of wood magic scepters finished common bottle volatile magic scepters wood finished one few many crafted common
2705,items-2701-2750.json,5,1207,market scepter of wood,few,magic/market_scepter_of_wood_few.png,yes,magic,scepters,finished,,,market_scepter_of_wood market scepter of wood market scepter of wood magic scepters finished common bottle volatile magic scepters wood finished one few many crafted common
2706,items-2701-2750.json,6,1207,market scepter of wood,many,magic/market_scepter_of_wood_many.png,yes,magic,scepters,finished,,,market_scepter_of_wood market scepter of wood market scepter of wood magic scepters finished common bottle volatile magic scepters wood finished one few many crafted common
2707,items-2701-2750.json,7,1208,fabled scepter of Unraveling,one,magic/fabled_scepter_of_unraveling.png,yes,magic,scepters,finished,,,fabled_scepter_of_unraveling fabled scepter of unraveling fabled scepter of unraveling magic scepters finished legendary bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2708,items-2701-2750.json,8,1209,scepter of Long Dusk,one,magic/scepter_of_long_dusk.png,yes,magic,scepters,finished,,,scepter_of_long_dusk scepter of long dusk scepter of long dusk magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2709,items-2701-2750.json,9,1210,scepter of growth,one,magic/scepter_of_growth.png,yes,magic,scepters,finished,,,scepter_of_growth scepter of growth scepter of growth magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2710,items-2701-2750.json,10,1211,scepter of blood,one,magic/scepter_of_blood.png,yes,magic,scepters,finished,,,scepter_of_blood scepter of blood scepter of blood magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2711,items-2701-2750.json,11,1212,scarce scepter of sight,one,magic/scarce_scepter_of_sight.png,yes,magic,scepters,finished,,,scarce_scepter_of_sight scarce scepter of sight scarce scepter of sight magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2712,items-2701-2750.json,12,1213,scarce scepter of vision,one,magic/scarce_scepter_of_vision.png,yes,magic,scepters,finished,,,scarce_scepter_of_vision scarce scepter of vision scarce scepter of vision magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2713,items-2701-2750.json,13,1214,market scepter of celebration,one,magic/market_scepter_of_celebration.png,yes,magic,scepters,finished,,,market_scepter_of_celebration market scepter of celebration market scepter of celebration magic scepters finished uncommon bottle volatile magic scepters finished one few many crafted common fine
2714,items-2701-2750.json,14,1214,market scepter of celebration,few,magic/market_scepter_of_celebration_few.png,yes,magic,scepters,finished,,,market_scepter_of_celebration market scepter of celebration market scepter of celebration magic scepters finished uncommon bottle volatile magic scepters finished one few many crafted common fine
2715,items-2701-2750.json,15,1214,market scepter of celebration,many,magic/market_scepter_of_celebration_many.png,yes,magic,scepters,finished,,,market_scepter_of_celebration market scepter of celebration market scepter of celebration magic scepters finished uncommon bottle volatile magic scepters finished one few many crafted common fine
2716,items-2701-2750.json,16,1215,scepter of the mummy,one,magic/scepter_of_the_mummy.png,yes,magic,scepters,finished,,,scepter_of_the_mummy scepter of the mummy scepter of the mummy magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2717,items-2701-2750.json,17,1216,fabled scepter of Gravebinding,one,magic/fabled_scepter_of_gravebinding.png,yes,magic,scepters,finished,,,fabled_scepter_of_gravebinding fabled scepter of gravebinding fabled scepter of gravebinding magic scepters finished legendary bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2718,items-2701-2750.json,18,1217,scepter of brilliance,one,magic/scepter_of_brilliance.png,yes,magic,scepters,finished,,,scepter_of_brilliance scepter of brilliance scepter of brilliance magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2719,items-2701-2750.json,19,1218,scepter of illusion,one,magic/scepter_of_illusion.png,yes,magic,scepters,finished,,,scepter_of_illusion scepter of illusion scepter of illusion magic scepters finished rare bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2720,items-2701-2750.json,20,1219,scarce scepter of magna,one,magic/scarce_scepter_of_magna.png,yes,magic,scepters,finished,,,scarce_scepter_of_magna scarce scepter of magna scarce scepter of magna magic scepters finished legendary bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2721,items-2701-2750.json,21,1220,fabled scepter of the octopus king,one,magic/fabled_scepter_of_the_octopus_king.png,yes,magic,scepters,finished,,,fabled_scepter_of_the_octopus_king fabled scepter of the octopus king fabled scepter of the octopus king magic scepters finished legendary bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2722,items-2701-2750.json,22,1221,scarce scepter of winter,one,magic/scarce_scepter_of_winter.png,yes,magic,scepters,finished,,,scarce_scepter_of_winter scarce scepter of winter scarce scepter of winter magic scepters finished legendary bottle volatile magic scepters finished one crafted common fine masterwork enchanted
2723,items-2701-2750.json,23,1222,scarce wand of bones,one,magic/scarce_wand_of_bones.png,yes,magic,wands,finished,,,scarce_wand_of_bones scarce wand of bones scarce wand of bones magic wands finished uncommon bottle volatile magic wands animal_goods finished one few many crafted common
2724,items-2701-2750.json,24,1222,scarce wand of bones,few,magic/scarce_wand_of_bones_few.png,yes,magic,wands,finished,,,scarce_wand_of_bones scarce wand of bones scarce wand of bones magic wands finished uncommon bottle volatile magic wands animal_goods finished one few many crafted common
2725,items-2701-2750.json,25,1222,scarce wand of bones,many,magic/scarce_wand_of_bones_many.png,yes,magic,wands,finished,,,scarce_wand_of_bones scarce wand of bones scarce wand of bones magic wands finished uncommon bottle volatile magic wands animal_goods finished one few many crafted common
2726,items-2701-2750.json,26,1223,wand of hatred,one,magic/wand_of_hatred.png,yes,magic,wands,finished,,,wand_of_hatred wand of hatred wand of hatred magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2727,items-2701-2750.json,27,1223,wand of hatred,few,magic/wand_of_hatred_few.png,yes,magic,wands,finished,,,wand_of_hatred wand of hatred wand of hatred magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2728,items-2701-2750.json,28,1223,wand of hatred,many,magic/wand_of_hatred_many.png,yes,magic,wands,finished,,,wand_of_hatred wand of hatred wand of hatred magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2729,items-2701-2750.json,29,1224,fabled wand of Gravebinding,one,magic/fabled_wand_of_gravebinding.png,yes,magic,wands,finished,,,fabled_wand_of_gravebinding fabled wand of gravebinding fabled wand of gravebinding magic wands finished legendary bottle volatile magic wands finished one crafted common fine masterwork enchanted
2730,items-2701-2750.json,30,1225,wand of action,one,magic/wand_of_action.png,yes,magic,wands,finished,,,wand_of_action wand of action wand of action magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2731,items-2701-2750.json,31,1225,wand of action,few,magic/wand_of_action_few.png,yes,magic,wands,finished,,,wand_of_action wand of action wand of action magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2732,items-2701-2750.json,32,1225,wand of action,many,magic/wand_of_action_many.png,yes,magic,wands,finished,,,wand_of_action wand of action wand of action magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2733,items-2701-2750.json,33,1226,rough wand of infection,one,magic/rough_wand_of_infection.png,yes,magic,wands,finished,,,rough_wand_of_infection rough wand of infection rough wand of infection magic wands finished common bottle volatile magic wands finished one few many crafted common enchanted
2734,items-2701-2750.json,34,1226,rough wand of infection,few,magic/rough_wand_of_infection_few.png,yes,magic,wands,finished,,,rough_wand_of_infection rough wand of infection rough wand of infection magic wands finished common bottle volatile magic wands finished one few many crafted common enchanted
2735,items-2701-2750.json,35,1226,rough wand of infection,many,magic/rough_wand_of_infection_many.png,yes,magic,wands,finished,,,rough_wand_of_infection rough wand of infection rough wand of infection magic wands finished common bottle volatile magic wands finished one few many crafted common enchanted
2736,items-2701-2750.json,36,1227,wand of water,one,magic/wand_of_water.png,yes,magic,wands,finished,,,wand_of_water wand of water wand of water magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2737,items-2701-2750.json,37,1227,wand of water,few,magic/wand_of_water_few.png,yes,magic,wands,finished,,,wand_of_water wand of water wand of water magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2738,items-2701-2750.json,38,1227,wand of water,many,magic/wand_of_water_many.png,yes,magic,wands,finished,,,wand_of_water wand of water wand of water magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2739,items-2701-2750.json,39,1228,wand of focus,one,magic/wand_of_focus.png,yes,magic,wands,finished,,,wand_of_focus wand of focus wand of focus magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2740,items-2701-2750.json,40,1228,wand of focus,few,magic/wand_of_focus_few.png,yes,magic,wands,finished,,,wand_of_focus wand of focus wand of focus magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2741,items-2701-2750.json,41,1228,wand of focus,many,magic/wand_of_focus_many.png,yes,magic,wands,finished,,,wand_of_focus wand of focus wand of focus magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2742,items-2701-2750.json,42,1229,wand of pollution,one,magic/wand_of_pollution.png,yes,magic,wands,finished,,,wand_of_pollution wand of pollution wand of pollution magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2743,items-2701-2750.json,43,1229,wand of pollution,few,magic/wand_of_pollution_few.png,yes,magic,wands,finished,,,wand_of_pollution wand of pollution wand of pollution magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2744,items-2701-2750.json,44,1229,wand of pollution,many,magic/wand_of_pollution_many.png,yes,magic,wands,finished,,,wand_of_pollution wand of pollution wand of pollution magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2745,items-2701-2750.json,45,1230,fabled wand of Reshaping,one,magic/fabled_wand_of_reshaping.png,yes,magic,wands,finished,,,fabled_wand_of_reshaping fabled wand of reshaping fabled wand of reshaping magic wands finished legendary bottle volatile magic wands finished one crafted common fine masterwork enchanted
2746,items-2701-2750.json,46,1231,scarce wand of lies,one,magic/scarce_wand_of_lies.png,yes,magic,wands,finished,,,scarce_wand_of_lies scarce wand of lies scarce wand of lies magic wands finished rare bottle volatile magic wands finished one crafted common fine masterwork enchanted
2747,items-2701-2750.json,47,1232,fabled wand of Unraveling,one,magic/fabled_wand_of_unraveling.png,yes,magic,wands,finished,,,fabled_wand_of_unraveling fabled wand of unraveling fabled wand of unraveling magic wands finished legendary bottle volatile magic wands finished one crafted common fine masterwork enchanted
2748,items-2701-2750.json,48,1233,gold gem wand,one,magic/gold_gem_wand.png,yes,magic,wands,finished,,,gold_gem_wand gold gem wand gold gem wand magic wands finished uncommon bottle volatile magic wands gold metal finished one few many crafted
2749,items-2701-2750.json,49,1233,gold gem wand,few,magic/gold_gem_wand_few.png,yes,magic,wands,finished,,,gold_gem_wand gold gem wand gold gem wand magic wands finished uncommon bottle volatile magic wands gold metal finished one few many crafted
2750,items-2701-2750.json,50,1233,gold gem wand,many,magic/gold_gem_wand_many.png,yes,magic,wands,finished,,,gold_gem_wand gold gem wand gold gem wand magic wands finished uncommon bottle volatile magic wands gold metal finished one few many crafted
2751,items-2751-2800.json,1,1234,fabled wand of Lantern-Summoning,one,magic/fabled_wand_of_lantern_summoning.png,yes,magic,wands,finished,,,fabled_wand_of_lantern_summoning fabled wand of lantern-summoning fabled wand of lantern-summoning magic wands finished legendary bottle volatile magic wands finished one crafted common fine masterwork enchanted
2752,items-2751-2800.json,2,1235,wand of blood,one,magic/wand_of_blood.png,yes,magic,wands,finished,,,wand_of_blood wand of blood wand of blood magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2753,items-2751-2800.json,3,1235,wand of blood,few,magic/wand_of_blood_few.png,yes,magic,wands,finished,,,wand_of_blood wand of blood wand of blood magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2754,items-2751-2800.json,4,1235,wand of blood,many,magic/wand_of_blood_many.png,yes,magic,wands,finished,,,wand_of_blood wand of blood wand of blood magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2755,items-2751-2800.json,5,1236,fabled wand of Illusion,one,magic/fabled_wand_of_illusion.png,yes,magic,wands,finished,,,fabled_wand_of_illusion fabled wand of illusion fabled wand of illusion magic wands finished legendary bottle volatile magic wands finished one crafted common fine masterwork enchanted
2756,items-2751-2800.json,6,1237,wand of passion,one,magic/wand_of_passion.png,yes,magic,wands,finished,,,wand_of_passion wand of passion wand of passion magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2757,items-2751-2800.json,7,1237,wand of passion,few,magic/wand_of_passion_few.png,yes,magic,wands,finished,,,wand_of_passion wand of passion wand of passion magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2758,items-2751-2800.json,8,1237,wand of passion,many,magic/wand_of_passion_many.png,yes,magic,wands,finished,,,wand_of_passion wand of passion wand of passion magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2759,items-2751-2800.json,9,1238,scarce wand of weight,one,magic/scarce_wand_of_weight.png,yes,magic,wands,finished,,,scarce_wand_of_weight scarce wand of weight scarce wand of weight magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2760,items-2751-2800.json,10,1238,scarce wand of weight,few,magic/scarce_wand_of_weight_few.png,yes,magic,wands,finished,,,scarce_wand_of_weight scarce wand of weight scarce wand of weight magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2761,items-2751-2800.json,11,1238,scarce wand of weight,many,magic/scarce_wand_of_weight_many.png,yes,magic,wands,finished,,,scarce_wand_of_weight scarce wand of weight scarce wand of weight magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2762,items-2751-2800.json,12,1239,wand of sound,one,magic/wand_of_sound.png,yes,magic,wands,finished,,,wand_of_sound wand of sound wand of sound magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2763,items-2751-2800.json,13,1239,wand of sound,few,magic/wand_of_sound_few.png,yes,magic,wands,finished,,,wand_of_sound wand of sound wand of sound magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2764,items-2751-2800.json,14,1239,wand of sound,many,magic/wand_of_sound_many.png,yes,magic,wands,finished,,,wand_of_sound wand of sound wand of sound magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2765,items-2751-2800.json,15,1240,fabled wand of enchanting,one,magic/fabled_wand_of_enchanting.png,yes,magic,wands,finished,,,fabled_wand_of_enchanting fabled wand of enchanting fabled wand of enchanting magic wands finished legendary bottle volatile magic wands finished one crafted common fine masterwork enchanted
2766,items-2751-2800.json,16,1241,scarce wand of seeing,one,magic/scarce_wand_of_seeing.png,yes,magic,wands,finished,,,scarce_wand_of_seeing scarce wand of seeing scarce wand of seeing magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2767,items-2751-2800.json,17,1241,scarce wand of seeing,few,magic/scarce_wand_of_seeing_few.png,yes,magic,wands,finished,,,scarce_wand_of_seeing scarce wand of seeing scarce wand of seeing magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2768,items-2751-2800.json,18,1241,scarce wand of seeing,many,magic/scarce_wand_of_seeing_many.png,yes,magic,wands,finished,,,scarce_wand_of_seeing scarce wand of seeing scarce wand of seeing magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2769,items-2751-2800.json,19,1242,scarce wand of calming,one,magic/scarce_wand_of_calming.png,yes,magic,wands,finished,,,scarce_wand_of_calming scarce wand of calming scarce wand of calming magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2770,items-2751-2800.json,20,1242,scarce wand of calming,few,magic/scarce_wand_of_calming_few.png,yes,magic,wands,finished,,,scarce_wand_of_calming scarce wand of calming scarce wand of calming magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2771,items-2751-2800.json,21,1242,scarce wand of calming,many,magic/scarce_wand_of_calming_many.png,yes,magic,wands,finished,,,scarce_wand_of_calming scarce wand of calming scarce wand of calming magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2772,items-2751-2800.json,22,1243,wand of knowledge,one,magic/wand_of_knowledge.png,yes,magic,wands,finished,,,wand_of_knowledge wand of knowledge wand of knowledge magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2773,items-2751-2800.json,23,1243,wand of knowledge,few,magic/wand_of_knowledge_few.png,yes,magic,wands,finished,,,wand_of_knowledge wand of knowledge wand of knowledge magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2774,items-2751-2800.json,24,1243,wand of knowledge,many,magic/wand_of_knowledge_many.png,yes,magic,wands,finished,,,wand_of_knowledge wand of knowledge wand of knowledge magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2775,items-2751-2800.json,25,1244,wand of air,one,magic/wand_of_air.png,yes,magic,wands,finished,,,wand_of_air wand of air wand of air magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2776,items-2751-2800.json,26,1244,wand of air,few,magic/wand_of_air_few.png,yes,magic,wands,finished,,,wand_of_air wand of air wand of air magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2777,items-2751-2800.json,27,1244,wand of air,many,magic/wand_of_air_many.png,yes,magic,wands,finished,,,wand_of_air wand of air wand of air magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2778,items-2751-2800.json,28,1245,wand of life,one,magic/wand_of_life.png,yes,magic,wands,finished,,,wand_of_life wand of life wand of life magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2779,items-2751-2800.json,29,1245,wand of life,few,magic/wand_of_life_few.png,yes,magic,wands,finished,,,wand_of_life wand of life wand of life magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2780,items-2751-2800.json,30,1245,wand of life,many,magic/wand_of_life_many.png,yes,magic,wands,finished,,,wand_of_life wand of life wand of life magic wands finished uncommon bottle volatile magic wands finished one few many crafted common fine
2781,items-2751-2800.json,31,1246,scarce wand of power,one,magic/scarce_wand_of_power.png,yes,magic,wands,finished,,,scarce_wand_of_power scarce wand of power scarce wand of power magic wands finished rare bottle volatile magic wands finished one crafted common fine masterwork enchanted
2782,items-2751-2800.json,32,1247,scarce wand of fire,one,magic/scarce_wand_of_fire.png,yes,magic,wands,finished,,,scarce_wand_of_fire scarce wand of fire scarce wand of fire magic wands finished rare bottle volatile magic wands finished one crafted common fine masterwork enchanted
2783,items-2751-2800.json,33,1248,scarce wand of light,one,magic/scarce_wand_of_light.png,yes,magic,wands,finished,,,scarce_wand_of_light scarce wand of light scarce wand of light magic wands finished rare bottle volatile magic wands finished one crafted common fine masterwork enchanted
2784,items-2751-2800.json,34,1249,market Map,one,document/market_map.png,yes,document,maps,document,,,market_map market map market map document maps document common book none maps document one crafted common fragile dry bulk_trade document
2785,items-2751-2800.json,35,1250,scarce Map of the War,one,document/scarce_map_of_the_war.png,yes,document,maps,document,,,scarce_map_of_the_war scarce map of the war scarce map of the war document maps document uncommon book none maps document one crafted common fine fragile dry locked
2786,items-2751-2800.json,36,1251,Map of the West,one,document/map_of_the_west.png,yes,document,maps,document,,,map_of_the_west map of the west map of the west document maps document common book none maps document one crafted common fragile dry bulk_trade document
2787,items-2751-2800.json,37,1252,Map of Border March,one,document/map_of_border_march.png,yes,document,maps,document,,,map_of_border_march map of border march map of border march document maps document common book none maps document one crafted common fragile dry bulk_trade document
2788,items-2751-2800.json,38,1253,fabled Map To Brasskeep,one,document/fabled_map_to_brasskeep.png,yes,document,maps,document,,,fabled_map_to_brasskeep fabled map to brasskeep fabled map to brasskeep document maps document unique book none maps magic document one crafted common fine masterwork antique
2789,items-2751-2800.json,39,1254,greater reef serpent,one,seafood/greater_reef_serpent.png,yes,seafood,monster_parts,finished,,,greater_reef_serpent greater reef serpent greater reef serpent seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2790,items-2751-2800.json,40,1254,greater reef serpent,few,seafood/greater_reef_serpent_few.png,yes,seafood,monster_parts,finished,,,greater_reef_serpent greater reef serpent greater reef serpent seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2791,items-2751-2800.json,41,1254,greater reef serpent,many,seafood/greater_reef_serpent_many.png,yes,seafood,monster_parts,finished,,,greater_reef_serpent greater reef serpent greater reef serpent seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2792,items-2751-2800.json,42,1255,guardian reef serpent,one,seafood/guardian_reef_serpent.png,yes,seafood,monster_parts,finished,,,guardian_reef_serpent guardian reef serpent guardian reef serpent seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2793,items-2751-2800.json,43,1255,guardian reef serpent,few,seafood/guardian_reef_serpent_few.png,yes,seafood,monster_parts,finished,,,guardian_reef_serpent guardian reef serpent guardian reef serpent seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
2794,items-2751-2800.json,44,1255,guardian reef serpent,many,seafood/guardian_reef_serpent_many.png,yes,seafood,monster_parts,finished,,,guardian_reef_serpent guardian reef serpent guardian reef serpent seafood monster_parts finished common basket fresh monster_parts aquatics reef_serpent seafood finished one few many crafted
